City,Location,Area,Bedrooms,Bathrooms,Generator,Furnished,Internet,Gym,Balcony,Parking,Ensuite,Lift,Price
Nairobi,Kilimani,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"65,000"
Nairobi,Kileleshwa,,3,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Westlands,Westlands Area,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Valley Arcade,,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"70,000"
Kiambu County,Ruaka,,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"15,000"
Westlands,Rosslyn,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Westlands,Spring Valley,,4,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"440,100"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"70,000"
Nairobi,Kiambu Road,,3,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Nairobi,Thika Road,,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nyali,Nyali Area,Building Area 350 ft²,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"16,000"
Westlands,Westlands Area,Building Area 280 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Roysambu,Roysambu Area,,4,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"80,000"
Kilifi County,Mtwapa,Building Area 200 m²,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"25,000"
Nairobi,Lavington,,3,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kileleshwa,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,not
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"189,000"
Nairobi,Kileleshwa,Building Area 200 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Westlands Area,,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,"75,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"225,127"
Nairobi,Kileleshwa,,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"125,000"
Ruiru,Tatu City,,2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"45,000"
Westlands,Gigiri,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"500,000"
Nairobi,Kilimani,,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,"60,000"
Westlands,General Mathenge,,2,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"90,000"
Westlands,General Mathenge,,4,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"300,000"
Westlands,Westlands Area,Building Area 250 m²,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Lavington,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Westlands,Brookside,Building Area 115 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Brookside,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Kilimani,,4,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Kilimani,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"98,000"
Nyali,Nyali Area,,5,4,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Kileleshwa,Building Area 250 m²,3,5,,,,,,,,,"140,000"
Nyali,Nyali Area,,3,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"135,000"
Kiambu County,Ruaka,,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"25,000"
Machakos County,Syokimau,,2,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"23,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"120,000"
Westlands,Parklands,Building Area 240 m²,3,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Westlands Area,,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"95,000"
Westlands,Westlands Area,,2,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Lavington,,3,4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,"250,000"
Westlands,General Mathenge,,3,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"140,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,Building Area 70 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Karura,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"330,000"
Nairobi,Kileleshwa,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,not
Nairobi,Lavington,,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"230,000"
Nairobi,Kilimani,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Kilimani,,3,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"180,000"
Westlands,Riverside,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Nairobi,Kilimani,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Parklands,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"280,000"
Westlands,Spring Valley,,2,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,General Mathenge,,3,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"160,000"
Nairobi,Lavington,,,,,,,,,,,,
Nairobi,Valley Arcade,Building Area 248 m²,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"230,000"
Westlands,Westlands Area,Building Area 240 m²,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Lavington,,3,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"105,000"
Nairobi,Kilimani,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"75,000"
Nairobi,Kilimani,Building Area 1900 ft²,3,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"82,000"
Nairobi,Lavington,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Westlands,Kitisuru,,2,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"244,460"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Westlands,Westlands Area,,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"117,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"130,000"
Nairobi,Muthaiga,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"190,000"
Nairobi,Westlands,,,,,,,,,,,,
Nairobi,Lavington,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Westlands,Westlands Area,,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Machakos County,Syokimau,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Rhapta Road,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"190,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Nyali,Nyali Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Westlands Area,,3,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"330,000"
Westlands,Westlands Area,,3,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"330,000"
Westlands,Spring Valley,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"230,000"
Nairobi,Kileleshwa,Building Area 212 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Ruaraka,,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"17,000"
Nairobi,Kilimani,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Westlands,,,,,,,,,,,,
Nairobi,Kileleshwa,Building Area 1830 m²,2,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Westlands,General Mathenge,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Parklands,Building Area 207 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Nairobi,Kileleshwa,,4,4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"150,000"
Roysambu,Garden Estate,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"80,000"
Nyali,Nyali Area,Building Area 2500 m²,3,4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"85,000"
Nairobi,Lavington,,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"270,000"
Nairobi,Kilimani,Building Area 135 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Kilimani,Building Area 135 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Kilimani,Building Area 110 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Nairobi,Kilimani,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"260,000"
Nairobi,Kileleshwa,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"130,000"
Westlands,Westlands Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Nairobi,Kilimani,Building Area 140 m²,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Westlands,Gigiri,Building Area 100 m²,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Westlands Area,,2,2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"200,000"
Kiambu County,Kiambu Town,,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"3,000"
Nairobi,Lavington,,4,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"250,000"
Nyali,Nyali Area,,3,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"181,000"
Nairobi,Kileleshwa,,3,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"200,000"
Nairobi,Lavington,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"260,000"
Westlands,Parklands,,3,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"119,000"
Westlands,Rhapta Road,,3,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kileleshwa,Building Area 130 m²,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"75,000"
Westlands,Rhapta Road,Building Area 100 m²,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"80,000"
Nyali,Nyali Area,Building Area 2360 ft²,3,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"125,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Parklands,,3,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"240,000"
Westlands,Nyari,,1,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,"120,000"
Nairobi,Kilimani,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Nyali,Nyali Area,Building Area 1430 ft²,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Lavington,,4,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,not
Westlands,Riverside,,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"120,000"
Nairobi,Kasarani,,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"15,000"
Westlands,Runda,Land Area 0 ac,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"200,000"
Westlands,Parklands,,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"120,000"
Westlands,General Mathenge,,3,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Kitisuru,Building Area 700 ft²,0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"70,000"
Nairobi,Westlands,,,,,,,,,,,,
Westlands,Nyari,,2,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,"252,000"
Nairobi,Kileleshwa,,3,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"85,000"
Nairobi,Kilimani,,2,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Thika Road,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"70,000"
Westlands,Riverside,Building Area 154 m²,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"95,000"
Westlands,Riverside,,5,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"300,000"
Nyali,Kongowea,,3,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,4,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kilimani,Building Area 180 m²,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"280,000"
Nairobi,Lavington,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"95,000"
Nyali,Nyali Area,,2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"130,000"
Roysambu,Kahawa Sukari,Building Area 130 m²,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"70,000"
Nairobi,Kileleshwa,,2,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"220,000"
Roysambu,Garden Estate,,2,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"85,000"
Kiambu County,Ruaka,,3,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"50,000"
Westlands,Parklands,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nyali,Nyali Area,Building Area 2460 ft²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Lavington,,4,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nyali,Nyali Area,,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,Building Area 90 m²,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Mombasa,Shanzu,Building Area 350 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"15,000"
Nyali,Nyali Area,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Loresho,,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"55,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nyali,Nyali Area,Building Area 286 ft²,3,4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Riverside,Building Area 179 m²,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Kiambu Road,,2,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nyali,Nyali Area,,2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Brookside,,3,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Kilimani,Building Area 110 m²,2,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"190,000"
Westlands,Parklands,,3,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"240,000"
Westlands,Parklands,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nyali,Nyali Area,,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kileleshwa,,2,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kileleshwa,,2,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kilimani,,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"180,000"
Nairobi,Kileleshwa,Building Area 180 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Westlands,Westlands Area,,3,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"140,000"
Westlands,Westlands Area,Building Area 140 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Westlands,Lower Kabete,,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"9,000"
Nairobi,Langata,,3,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"75,000"
Nairobi,Kilimani,,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Riverside,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"354,000"
Westlands,Parklands,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nyali,Nyali Area,Building Area 1900 m²,2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"55,000"
Westlands,Parklands,Building Area 186 m²,2,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,"200,000"
Nairobi,Kilimani,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Westlands,Waiyaki Way,,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"50,000"
Nairobi,Lavington,Building Area 250 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Kileleshwa,,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"175,000"
Westlands,Parklands,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"125,000"
Westlands,Westlands Area,,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"120,000"
Nairobi,Lavington,,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"65,000"
Nyali,Kongowea,,3,3,,,,,,,,,"14,000"
Westlands,Westlands Area,,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Lavington,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Westlands,Runda,,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"150,000"
Kilifi County,Kikambala,Land Area 20 ac,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"95,000"
Nairobi,Kilimani,,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"5,000"
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,General Mathenge,,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Mombasa Road,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Kileleshwa,,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"90,000"
Nyali,Nyali Area,,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,000"
Kiambu County,Ruaka,Land Area 1012 m²,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"40,000"
Westlands,Runda,,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"371,000"
Westlands,Kitisuru,,5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"660,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"65,000"
Westlands,Westlands Area,,2,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"55,000"
Westlands,Riverside,,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"350,000"
Westlands,Rosslyn,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Muthaiga,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nyali,Nyali Area,,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"60,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Lavington,Building Area 200 m²,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"80,000"
Nairobi,Kilimani,Building Area 140 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"359,125"
Westlands,Westlands Area,Building Area 54 m²,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,"120,000"
Westlands,Westlands Area,,4,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"270,000"
Nairobi,Lavington,Building Area 250 m²,4,,,,,,,,,,"110,000"
Nairobi,Thika Road,Building Area 63 m²,1,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"65,000"
Nyali,Nyali Area,Building Area 2500 m²,3,4,,,,,,,,,"60,000"
Nairobi,Kiambu Road,Building Area 80 m²,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"50,000"
Westlands,Westlands Area,,2,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"110,000"
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,2,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"65,000"
Westlands,Parklands,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Nairobi,Kileleshwa,,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100,000"
Westlands,Riverside,,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"250,000"
Westlands,Westlands Area,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Kilimani,,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"75,000"
Nyali,Nyali Area,,3,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"30,000"
Nairobi,Naivasha Road,,2,2,,,,,,,,,"40,000"
Nairobi,Lavington,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"160,000"
Nairobi,Kileleshwa,,3,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"7,000"
Nairobi,Kawangware,,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"20,000"
Nairobi,Upper Hill,,3,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"105,000"
