,title,location,bedrooms,bathrooms,price,rate
733,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
734,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
735,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
736,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
737,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
738,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
739,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
740,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
741,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
742,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
743,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
744,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
745,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
746,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
747,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
748,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
749,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
750,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
751,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
752,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
753,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
754,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
755,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
756,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
757,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
758,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
759,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
760,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
761,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
762,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
763,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
764,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
765,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
766,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
767,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
768,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
769,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
770,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
771,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
772,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
773,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
774,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
775,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
776,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
777,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
778,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
779,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
780,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
781,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
782,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
783,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
784,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
785,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
786,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
787,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
788,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
789,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
790,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
791,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
792,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
793,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
794,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
795,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
796,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
797,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
798,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
799,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
800,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
801,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
802,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
803,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
804,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
805,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
806,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
807,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
808,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
809,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
810,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
811,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
812,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
813,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
814,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
815,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
816,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
817,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
818,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
819,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
820,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
821,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
822,3 Bedroom Apartment / Flat to rent in Lavington,"Near Valley Arcade, Lavington, Nairobi",3,3, 80 000,Per Month
823,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
824,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
825,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
826,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
827,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
828,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
829,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
830,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
831,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
832,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
833,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
834,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
835,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
836,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
837,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
838,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
839,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
840,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
841,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
842,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
843,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
844,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
845,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
846,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
847,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
848,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
849,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
850,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
851,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
852,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
853,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
854,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
855,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
856,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
857,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
858,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
859,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
860,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
861,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
862,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
863,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
864,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
865,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
866,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
867,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
868,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
869,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
870,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
871,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
872,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
873,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
874,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
875,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
876,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
877,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
878,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
879,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
880,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
881,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
882,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
883,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
884,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
885,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
886,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
887,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
888,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
889,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
890,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
891,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
892,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
893,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
894,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
895,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
896,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
897,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
898,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
899,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
900,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
901,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
902,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
903,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
904,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
905,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
906,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
907,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
908,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
909,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
910,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
911,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
912,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
913,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
914,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
915,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
916,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
917,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
918,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
919,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
920,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
921,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
922,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
923,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
924,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
925,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
926,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
927,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
928,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
929,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
930,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
931,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
932,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
933,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
934,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
935,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
936,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
